% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi
74	4	8	2	0	6	153	0	1
365	1	1	1	0	28	2292	0	1
74	5	9	2	0	6	153	0	1
74	5	10	1	0	6	153	0	1
356	1	1	1	0	28	2292	0	1
200	1	1	2	0	28	749	0	1
366	1	1	1	0	28	2292	0	1
200	1	2	3	0	28	749	0	1
200	1	3	1	0	28	749	0	1
357	1	1	1	0	28	2292	0	1
57	1	1	1	0	28	749	0	1
367	1	1	1	0	28	2292	0	1
57	1	2	2	0	28	749	0	1
358	1	1	1	0	28	2292	0	1
57	1	3	3	0	28	749	0	1
201	1	1	2	0	28	749	0	1
201	1	2	3	0	28	749	0	1
57	2	4	2	0	28	749	0	1
201	1	3	1	0	28	749	0	1
57	2	5	1	0	28	749	0	1
368	1	1	1	0	28	2292	0	1
57	2	6	3	0	28	749	0	1
359	1	1	1	0	28	2292	0	1
57	3	7	2	0	28	749	0	1
57	3	8	1	0	28	749	0	1
57	3	9	3	0	28	749	0	1
369	1	1	1	0	28	2292	0	1
360	1	1	1	0	28	2292	0	1
57	4	10	3	0	28	749	0	1
202	1	1	2	0	28	749	0	1
57	4	11	2	0	28	749	0	1
202	1	2	3	0	28	749	0	1
370	1	1	1	0	28	2292	0	1
57	4	12	1	0	28	749	0	1
202	1	3	1	0	28	749	0	1
57	5	13	1	0	28	749	0	1
361	1	1	1	0	28	2292	0	1
57	5	14	2	0	28	749	0	1
57	5	15	3	0	28	749	0	1
371	1	1	1	0	28	2292	0	1
75	1	1	1	0	6	153	0	1
57	6	16	1	0	28	749	0	1
362	1	1	1	0	28	2292	0	1
75	1	2	2	0	4	105	0	1
57	6	17	2	0	28	749	0	1
75	2	3	1	0	6	153	0	1
203	1	1	2	0	28	749	0	1
372	1	1	1	0	28	2292	0	1
75	2	4	2	0	4	105	0	1
57	6	18	3	0	28	749	0	1
203	1	2	3	0	28	749	0	1
75	3	5	2	0	8	209	0	1
203	1	3	1	0	28	749	0	1
363	1	1	1	0	28	2292	0	1
75	3	6	1	0	4	105	0	1
75	4	7	1	0	6	153	0	1
373	1	1	1	0	28	2292	0	1
75	4	8	2	0	6	153	0	1
75	5	9	2	0	6	153	0	1
364	1	1	1	0	28	2292	0	1
374	1	1	1	0	28	2292	0	1
75	5	10	1	0	6	153	0	1
204	1	1	2	0	28	749	0	1
204	1	2	3	0	28	749	0	1
204	1	3	1	0	28	749	0	1
375	1	1	1	0	28	2292	0	1
365	1	1	1	0	28	2292	0	1
376	1	1	1	0	28	2292	0	1
205	1	1	2	0	28	749	0	1
366	1	1	1	0	28	2292	0	1
205	1	2	3	0	28	749	0	1
205	1	3	1	0	28	749	0	1
367	1	1	1	0	28	2292	0	1
377	1	1	1	0	28	2292	0	1
368	1	1	1	0	28	2292	0	1
206	1	1	2	0	28	749	0	1
378	1	1	1	0	28	2292	0	1
206	1	2	3	0	28	749	0	1
206	1	3	1	0	28	749	0	1
369	1	1	1	0	28	2292	0	1
379	1	1	1	0	28	2292	0	1
76	1	1	1	0	6	153	0	1
207	1	1	2	0	28	749	0	1
76	1	2	2	0	4	105	0	1
370	1	1	1	0	28	2292	0	1
380	1	1	1	0	28	2292	0	1
76	2	3	1	0	6	153	0	1
207	1	2	3	0	28	749	0	1
58	1	1	1	0	28	749	0	1
76	2	4	2	0	4	105	0	1
207	1	3	1	0	28	749	0	1
58	1	2	2	0	28	749	0	1
76	3	5	2	0	8	209	0	1
58	1	3	3	0	28	749	0	1
76	3	6	1	0	4	105	0	1
58	2	4	2	0	28	749	0	1
76	4	7	1	0	6	153	0	1
371	1	1	1	0	28	2292	0	1
58	2	5	1	0	28	749	0	1
76	4	8	2	0	6	153	0	1
381	1	1	1	0	28	2292	0	1
58	2	6	3	0	28	749	0	1
76	5	9	2	0	6	153	0	1
58	3	7	2	0	28	749	0	1
76	5	10	1	0	6	153	0	1
208	1	1	2	0	28	749	0	1
58	3	8	1	0	28	749	0	1
208	1	2	3	0	28	749	0	1
58	3	9	3	0	28	749	0	1
208	1	3	1	0	28	749	0	1
372	1	1	1	0	28	2292	0	1
58	4	10	3	0	28	749	0	1
382	1	1	1	0	28	2292	0	1
58	4	11	2	0	28	749	0	1
58	4	12	1	0	28	749	0	1
58	5	13	1	0	28	749	0	1
58	5	14	2	0	28	749	0	1
383	1	1	1	0	28	2292	0	1
58	5	15	3	0	28	749	0	1
373	1	1	1	0	28	2292	0	1
209	1	1	2	0	28	749	0	1
58	6	16	1	0	28	749	0	1
58	6	17	2	0	28	749	0	1
209	1	2	3	0	28	749	0	1
58	6	18	3	0	28	749	0	1
209	1	3	1	0	28	749	0	1
384	1	1	1	0	28	2292	0	1
374	1	1	1	0	28	2292	0	1
385	1	1	1	0	28	2292	0	1
375	1	1	1	0	28	2292	0	1
210	1	1	2	0	28	749	0	1
210	1	2	3	0	28	749	0	1
210	1	3	1	0	28	749	0	1
386	1	1	1	0	28	2292	0	1
376	1	1	1	0	28	2292	0	1
77	1	1	1	0	6	153	0	1
387	1	1	1	0	28	2292	0	1
77	1	2	2	0	4	105	0	1
211	1	1	2	0	28	749	0	1
377	1	1	1	0	28	2292	0	1
211	1	2	3	0	28	749	0	1
77	2	3	1	0	6	153	0	1
211	1	3	1	0	28	749	0	1
77	2	4	2	0	4	105	0	1
388	1	1	1	0	28	2292	0	1
77	3	5	2	0	8	209	0	1
378	1	1	1	0	28	2292	0	1
77	3	6	1	0	4	105	0	1
77	4	7	1	0	6	153	0	1
77	4	8	2	0	6	153	0	1
389	1	1	1	0	28	2292	0	1
77	
